ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	5	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	6	time	594818
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	6	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	7	time	582849
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	7	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	8	time	576840
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	8	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	9	time	544683
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	9	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	10	time	805257
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	10	memory	43749576
fixed	2	EMFIncQuery-Incremental	2	PosLength	check	0	rss	116
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	1	rss	106
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	2	rss	96
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	3	rss	86
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	4	rss	76
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	5	rss	66
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	6	rss	56
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	7	rss	46
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	8	rss	36
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	9	rss	26
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	10	rss	16
fixed	2	EMFIncQuery-Incremental	2	PosLength	read	0	time	169714375
fixed	2	EMFIncQuery-Incremental	2	PosLength	read	0	memory	50355800
fixed	2	EMFIncQuery-Incremental	2	PosLength	check	0	time	2586
fixed	2	EMFIncQuery-Incremental	2	PosLength	check	0	memory	50355800
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	1	time	1230
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	1	memory	50355800
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	2	time	1230
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	2	memory	50355800
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	3	time	1245
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	3	memory	50355800
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	4	time	1152
fixed	2	EMFIncQuery-Incremental	2	PosLength	recheck	4	memory	50355800
