ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	3	ATL	1	PosLength	repair	8	time	154318
fixed	3	ATL	1	PosLength	repair	8	memory	9470888
fixed	3	ATL	1	PosLength	repair	9	time	95548
fixed	3	ATL	1	PosLength	repair	9	memory	9470888
fixed	3	ATL	1	PosLength	repair	10	time	69443
fixed	3	ATL	1	PosLength	repair	10	memory	9470888
fixed	4	ATL	1	PosLength	check	0	rss	43
fixed	4	ATL	1	PosLength	recheck	1	rss	33
fixed	4	ATL	1	PosLength	recheck	2	rss	23
fixed	4	ATL	1	PosLength	recheck	3	rss	13
fixed	4	ATL	1	PosLength	recheck	4	rss	3
fixed	4	ATL	1	PosLength	recheck	5	rss	0
fixed	4	ATL	1	PosLength	recheck	6	rss	0
fixed	4	ATL	1	PosLength	recheck	7	rss	0
fixed	4	ATL	1	PosLength	recheck	8	rss	0
fixed	4	ATL	1	PosLength	recheck	9	rss	0
fixed	4	ATL	1	PosLength	recheck	10	rss	0
fixed	4	ATL	1	PosLength	read	0	time	49321377
fixed	4	ATL	1	PosLength	read	0	memory	6331696
fixed	4	ATL	1	PosLength	check	0	time	4977446
fixed	4	ATL	1	PosLength	check	0	memory	6331696
fixed	4	ATL	1	PosLength	recheck	1	time	552502
fixed	4	ATL	1	PosLength	recheck	1	memory	8237640
fixed	4	ATL	1	PosLength	recheck	2	time	502493
fixed	4	ATL	1	PosLength	recheck	2	memory	8237640
fixed	4	ATL	1	PosLength	recheck	3	time	526514
fixed	4	ATL	1	PosLength	recheck	3	memory	8237640
fixed	4	ATL	1	PosLength	recheck	4	time	522965
fixed	4	ATL	1	PosLength	recheck	4	memory	8237640
fixed	4	ATL	1	PosLength	recheck	5	time	495276
fixed	4	ATL	1	PosLength	recheck	5	memory	8237640
fixed	4	ATL	1	PosLength	recheck	6	time	492177
fixed	4	ATL	1	PosLength	recheck	6	memory	8237640
fixed	4	ATL	1	PosLength	recheck	7	time	501783
fixed	4	ATL	1	PosLength	recheck	7	memory	8237640
fixed	4	ATL	1	PosLength	recheck	8	time	507612
fixed	4	ATL	1	PosLength	recheck	8	memory	8237640
fixed	4	ATL	1	PosLength	recheck	9	time	512306
fixed	4	ATL	1	PosLength	recheck	9	memory	9482976
fixed	4	ATL	1	PosLength	recheck	10	time	567819
fixed	4	ATL	1	PosLength	recheck	10	memory	9482976
fixed	4	ATL	1	PosLength	repair	1	time	930580
fixed	4	ATL	1	PosLength	repair	1	memory	6331696
fixed	4	ATL	1	PosLength	repair	2	time	714728
fixed	4	ATL	1	PosLength	repair	2	memory	8237640
fixed	4	ATL	1	PosLength	repair	3	time	664689
fixed	4	ATL	1	PosLength	repair	3	memory	8237640
